2025-05-19 00:09:32,971 INFO    Thread-13 (_run_job):1015891 [wandb_setup.py:_flush():67] Current SDK version is 0.19.9
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_setup.py:_flush():67] Configure stats pid to 1015891
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_setup.py:_flush():67] Loading settings from /speech/utkarsh/.config/wandb/settings
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_setup.py:_flush():67] Loading settings from /speech/utkarsh/da6401_assignment3/wandb/settings
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:setup_run_log_directory():662] Logging user logs to /speech/utkarsh/da6401_assignment3/wandb/run-20250519_000932-p2hc5va8/logs/debug.log
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:setup_run_log_directory():663] Logging internal logs to /speech/utkarsh/da6401_assignment3/wandb/run-20250519_000932-p2hc5va8/logs/debug-internal.log
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:init():781] calling init triggers
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:init():786] wandb.init called with sweep_config: {'batch_size': 64, 'beam_size': 5, 'cell_type': 'gru', 'decoder_dropout': 0.5, 'embedding_size': 16, 'encoder_dropout': 0.5, 'hidden_size': 256, 'learning_rate': 0.0005, 'num_layers': 2, 'use_attention': False}
config: {'_wandb': {}}
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:init():809] starting backend
2025-05-19 00:09:32,972 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:init():813] sending inform_init request
2025-05-19 00:09:32,974 INFO    Thread-13 (_run_job):1015891 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-19 00:09:32,974 INFO    Thread-13 (_run_job):1015891 [wandb_init.py:init():823] backend started and connected
2025-05-19 00:09:32,975 INFO    Thread-13 (_run_job):1015891 [wandb_run.py:_config_callback():1327] config_cb None None {'batch_size': 64, 'beam_size': 5, 'cell_type': 'gru', 'decoder_dropout': 0.5, 'embedding_size': 16, 'encoder_dropout': 0.5, 'hidden_size': 256, 'learning_rate': 0.0005, 'num_layers': 2, 'use_attention': False}
